name|quantity|canDabHand|proficiency|focus|unlock|profession|commission|recipe|type|class|slot|equipBonus
Dreamer's Medicinal Tea|3|FALSE|1400|1400|Menzoberranzan Masterwork - Alchemy|Alchemy|5|"[[12.0, ""Umber Hulk Mandible""], [10.0, 'Faerzress Rock'], [6.0, 'Shroomsap Spores'], [3.0, 'Honey'], [3.0, 'Luminescent Darklake Water']]"|Supplement|N/A|Supplement|-
[Menzo] Commissioned Finger Bow Releases|1|FALSE|1400|1400|Menzoberranzan Masterwork - Armorsmithing|Armorsmithing|5|"[[2.0, 'Mushroom Lumber'], [2.0, 'Elm Lumber'], [2.0, 'Faerzress Rock'], [1.0, ""Fallen God's Ore""], [1.0, 'Drider Leg']]"|Commission Item|N/A|N/A|-
[Menzo] Commissioned Livingwood Bolts|1|FALSE|1400|1400|Menzoberranzan Masterwork - Armorsmithing|Armorsmithing|5|"[[6.0, 'Fungal Moss'], [4.0, ""Fallen God's Ore""], [2.0, 'Calcified Webbing'], [1.0, 'Abyssal Crystal'], [1.0, 'Salt-Marsh Crystal (Menzo)']]"|Commission Item|N/A|N/A|-
[Menzo] Commissioned Livingwood Quiver|1|FALSE|1400|1400|Menzoberranzan Masterwork - Armorsmithing|Armorsmithing|5|"[[4.0, 'Fungal Moss'], [4.0, 'Perfect Marilith Hair'], [2.0, 'Shroomsap Spores'], [2.0, 'Mushroom Lumber'], [2.0, ""Purified Darklake Water""]]"|Commission Item|N/A|N/A|-
[Menzo] Commissioned Shieldings|1|FALSE|1400|1400|Menzoberranzan Masterwork - Armorsmithing|Armorsmithing|5|"[[8.0, ""Fallen God's Ore""], [2.0, 'Copper Ingot'], [2.0, 'Fungal Moss'], [2.0, 'Faerzress Rock'], [1.0, 'Salt-Marsh Crystal (Menzo)']]"|Commission Item|N/A|N/A|-
[Menzo] Commissioned Spiked Trap|1|FALSE|1400|1400|Menzoberranzan Masterwork - Armorsmithing|Armorsmithing|5|"[[4.0, 'Hardened Mushroom'], [1.0, 'Mushroom Lumber'], [4.0, 'Calcified Webbing'], [2.0, ""Purified Darklake Water""]]"|Commission Item|N/A|N/A|-
[Menzo] Commissioned Support Braces|1|FALSE|1400|1400|Menzoberranzan Masterwork - Armorsmithing|Armorsmithing|5|"[[1.0, 'Faerzress Rock'], [2.0, ""Fallen God's Ore""], [2.0, 'Drider Leg'], [1.0, 'Unknown Godsteel'], [1.0, ""Druegarsteel Scrap""]]"|Commission Item|N/A|N/A|-
[Menzo] Commissioned Trap Wires|1|FALSE|1400|1400|Menzoberranzan Masterwork - Armorsmithing|Armorsmithing|5|"[[6.0, 'Fungal Moss'], [3.0, 'Calcified Webbing'], [2.0, ""Mushroom Droplet""], [1.0, ""Marilith Charm""]]"|Commission Item|N/A|N/A|-
[Menzo] Commissioned Spider Barding|1|FALSE|1400|1400|Menzoberranzan Masterwork - Armorsmithing|Armorsmithing|5|"[[3.0, 'Mushroom Lumber'], [2.0, 'Lacquered Goristro Leather'], [2.0, 'Drider Leg'], [2.0, ""Druegarsteel Scrap""]]"|Commission Item|N/A|N/A|-
Duergar Mercenary's Steel Buckler|1|FALSE|1400|1400|Menzoberranzan Masterwork - Armorsmithing|Armorsmithing|5|"[[3.0, 'Living Fungi'], [4.0, 'Unknown Godsteel'], [2.0, 'Menzoberranzan Bead'], [1.0, 'Lacquered Mushroom']]"|Gear|Fighter|Off-Hand|Set: MWVIII Weapons
Duergar Mercenary's Steel Shield|1|FALSE|1400|1400|Menzoberranzan Masterwork - Armorsmithing|Armorsmithing|5|"[[3.0, 'Living Fungi'], [4.0, 'Hardened Mushroom'], [2.0, 'Lacquered Mushroom'], [1.0, 'Lacquered Goristro Leather']]"|Gear|Paladin|Off-Hand|Set: MWVIII Weapons
Mastered Duergar Mercenary's Halfhelm|1|FALSE|1400|1400|Menzoberranzan Masterwork - Armorsmithing|Armorsmithing|5|"[[2.0, 'Hardened Mushroom'], [2.0, 'Goristro Hide'], [3.0, 'Lolthbead'], [1.0, ""Druegarsteel Scrap""]]"|Gear|"Fighter, Barbarian"|Head|+10k Accuracy
Mastered Duergar Mercenary's Rothe Hide|1|FALSE|1400|1400|Menzoberranzan Masterwork - Armorsmithing|Armorsmithing|5|"[[4.0, 'Hardened Mushroom'], [2.0, 'Lacquered Goristro Leather'], [2.0, 'Lacquered Mushroom'], [1.0, 'Goristro Hide'], [1.0, ""Druegarsteel Scrap""]]"|Gear|"Fighter, Barbarian"|Armor|+7.5% AP Gain
Mastered Duergar Mercenary's Guards|1|FALSE|1400|1400|Menzoberranzan Masterwork - Armorsmithing|Armorsmithing|5|"[[2.0, 'Hardened Mushroom'], [2.0, 'Menzoberranzan Bead'], [3.0, 'Underdark Fiber'], [1.0, ""Druegarsteel Scrap""]]"|Gear|"Fighter, Barbarian"|Arms|+10k Critical Strike
Mastered Duergar Mercenary's Rothe Striders|1|FALSE|1400|1400|Menzoberranzan Masterwork - Armorsmithing|Armorsmithing|5|"[[2.0, 'Hardened Mushroom'], [2.0, 'Menzoberranzan Bead'], [3.0, 'Lacquered Goristro Leather'], [1.0, ""Druegarsteel Scrap""]]"|Gear|"Fighter, Barbarian"|Feet|+10k Critical Severity
Mastered Duergar Mercenary's Coif|1|FALSE|1400|1400|Menzoberranzan Masterwork - Armorsmithing|Armorsmithing|5|"[[2.0, 'Hardened Mushroom'], [2.0, 'Spool of Marilithsilk'], [3.0, 'Underdark Fiber'], [1.0, ""Druegarsteel Scrap""]]"|Gear|"Paladin, Cleric"|Head|+10k Accuracy
Mastered Duergar Mercenary's Light Plate|1|FALSE|1400|1400|Menzoberranzan Masterwork - Armorsmithing|Armorsmithing|5|"[[4.0, 'Hardened Mushroom'], [2.0, 'Spool of Marilithsilk'], [2.0, 'Menzoberranzan Bead'], [1.0, 'Goristro Hide'], [1.0, ""Druegarsteel Scrap""]]"|Gear|"Paladin, Cleric"|Armor|+7.5% AP Gain
Mastered Duergar Mercenary's Restoration Sabatons|1|FALSE|1400|1400|Menzoberranzan Masterwork - Armorsmithing|Armorsmithing|5|"[[2.0, 'Hardened Mushroom'], [2.0, 'Spool of Marilithsilk'], [3.0, 'Lacquered Goristro Leather'], [1.0, ""Druegarsteel Scrap""]]"|Gear|"Paladin, Cleric"|Feet|+10k Critical Severity
Mastered Duergar Mercenary's Bracers|1|FALSE|1400|1400|Menzoberranzan Masterwork - Armorsmithing|Armorsmithing|5|"[[2.0, 'Hardened Mushroom'], [2.0, 'Spool of Marilithsilk'], [3.0, 'Underdark Fiber'], [1.0, ""Druegarsteel Scrap""]]"|Gear|"Paladin, Cleric"|Arms|+10k Critical Strike
Heavy Duergar Mercenary's Steel Barbute|1|FALSE|1400|1400|Menzoberranzan Masterwork - Armorsmithing|Armorsmithing|5|"[[3.0, 'Hardened Mushroom'], [1.0, 'Goristro Hide'], [3.0, 'Lolthbead'], [1.0, ""Druegarsteel Scrap""]]"|Gear|"Fighter, Paladin, Barbarian"|Head|+10k Accuracy
Mastered Duergar Mercenary's Cuirass|1|FALSE|1400|1400|Menzoberranzan Masterwork - Armorsmithing|Armorsmithing|5|"[[4.0, 'Hardened Mushroom'], [2.0, 'Goristro Hide'], [2.0, 'Menzoberranzan Bead'], [1.0, 'Lacquered Goristro Leather'], [1.0, ""Druegarsteel Scrap""]]"|Gear|"Paladin, Fighter, Barbarian"|Armor|+7.5% AP Gain
Mastered Duergar Mercenary's Gauntlets|1|FALSE|1400|1400|Menzoberranzan Masterwork - Armorsmithing|Armorsmithing|5|"[[2.0, 'Hardened Mushroom'], [2.0, 'Menzoberranzan Bead'], [3.0, 'Lolthbead'], [1.0, ""Druegarsteel Scrap""]]"|Gear|"Paladin, Fighter, Barbarian"|Arms|+10k Critical Strike
Mastered Duergar Mercenary's Plate Sabatons|1|FALSE|1400|1400|Menzoberranzan Masterwork - Armorsmithing|Armorsmithing|5|"[[2.0, 'Hardened Mushroom'], [2.0, 'Menzoberranzan Bead'], [3.0, 'Purified Darklake Water'], [1.0, ""Druegarsteel Scrap""]]"|Gear|"Paladin, Fighter, Barbarian"|Feet|+10k Critical Severity
Mastered Duergar Mercenary's Rothe Horn|1|FALSE|1400|1400|Menzoberranzan Masterwork - Armorsmithing|Armorsmithing|5|"[[2.0, 'Hardened Mushroom'], [2.0, 'Menzoberranzan Bead'], [3.0, 'Purified Darklake Water'], [1.0, ""Druegarsteel Scrap""]]"|Gear|"Paladin, Fighter, Barbarian"|Armor|+7.5% AP Gain
Duergar Mercenary's Steeled Alembic|1|FALSE|1400|1400|Menzoberranzan Masterwork - Armorsmithing|Armorsmithing|5|"[[4.0, 'Fungal Moss'], [2.0, 'Unknown Godsteel'], [2.0, 'Drider Leg'], [1.0, ""Druegarsteel Scrap""]]"|Tool|N/A|Alchemy|-
[Menzo] Commissioned Abacus|1|FALSE|1400|1400|Menzoberranzan Masterwork - Artificing|Artificing|5|"[[4.0, 'Perfect Marilith Hair'], [2.0, 'Unknown Godsteel'], [1.0, ""Fallen God's Ore""], [2.0, ""Druegarsteel Scrap""]]"|Commission Item|N/A|N/A|-
[Menzo] Commissioned Compass|1|FALSE|1400|1400|Menzoberranzan Masterwork - Artificing|Artificing|5|"[[4.0, ""Fallen God's Ore""], [4.0, ""Druegarsteel Scrap""], [2.0, 'Unknown Godsteel'], [2.0, ""Mushroom Droplet""]]"|Commission Item|N/A|N/A|-
[Menzo] Commissioned Portal Frame|1|FALSE|1400|1400|Menzoberranzan Masterwork - Artificing|Artificing|5|"[[20.0, 'Mushroom Lumber'], [6.0, 'Faerzress Rock'], [4.0, 'Calcified Webbing'], [2.0, ""Purified Darklake Water""]]"|Commission Item|N/A|N/A|-
[Menzo] Commissioned Silver Sealant|1|FALSE|1400|1400|Menzoberranzan Masterwork - Artificing|Artificing|5|"[[4.0, ""Purified Darklake Water""], [4.0, ""Marilith Charm""], [2.0, ""Druegarsteel Scrap""], [1.0, ""Mushroom Droplet""], [1.0, 'Luminescent Darklake Water']]"|Commission Item|N/A|N/A|-
Duergar Mercenary's Steeled Bucket|1|FALSE|1400|1400|Menzoberranzan Masterwork - Artificing|Artificing|5|"[[2.0, 'Mushroom Lumber'], [2.0, 'Calcified Webbing'], [1.0, 'Marilith Hair'], [3.0, ""Purified Darklake Water""]]"|Tool|N/A|Gathering (Liquids)|-
Duergar Mercenary's Steeled Crossbow|1|FALSE|1400|1400|Menzoberranzan Masterwork - Artificing|Artificing|5|"[[2.0, 'Mushroom Lumber'], [2.0, 'Hardened Mushroom'], [1.0, 'Drider Leg'], [1.0, 'Shroomsap Spores']]"|Tool|N/A|Gathering (Animals)|-
Duergar Mercenary's Steeled Picatrix|1|FALSE|1400|1400|Menzoberranzan Masterwork - Artificing|Artificing|5|"[[1.0, 'Mushroom Lumber'], [3.0, ""Purified Darklake Water""], [1.0, 'Drider Leg'], [3.0, 'Shroomsap Spores'], [1.0, ""Mushroom Droplet""]]"|Tool|N/A|Artificing|-
Duergar Mercenary's Steel Longbow|1|FALSE|1400|1400|Menzoberranzan Masterwork - Artificing|Artificing|5|"[[3.0, 'Living Fungi'], [2.0, 'Menzoberranzan Bead'], [2.0, 'Unknown Godsteel'], [2.0, 'Underdark Fiber'], [1.0, ""Purified Darklake Water""]]"|Gear|Ranger|Main Hand|Set: MWVIII Weapons
Duergar Mercenary's Steel Pact Blade|1|FALSE|1400|1400|Menzoberranzan Masterwork - Artificing|Artificing|5|"[[3.0, 'Living Fungi'], [4.0, 'Unknown Godsteel'], [2.0, 'Menzoberranzan Bead'], [1.0, 'Spool of Marilithsilk'], [1.0, ""Purified Darklake Water""]]"|Gear|Warlock|Main Hand|Set: MWVIII Weapons
Duergar Mercenary's Steel Orb|1|FALSE|1400|1400|Menzoberranzan Masterwork - Artificing|Artificing|5|"[[3.0, 'Living Fungi'], [4.0, 'Spool of Marilithsilk'], [2.0, 'Menzoberranzan Bead'], [1.0, 'Unknown Godsteel'], [1.0, ""Purified Darklake Water""]]"|Gear|Wizard|Main Hand|Set: MWVIII Weapons
Duergar Mercenary's Steel Symbol|1|FALSE|1400|1400|Menzoberranzan Masterwork - Artificing|Artificing|5|"[[3.0, 'Living Fungi'], [4.0, 'Spool of Marilithsilk'], [2.0, 'Menzoberranzan Bead'], [1.0, 'Unknown Godsteel'], [1.0, ""Purified Darklake Water""]]"|Gear|Cleric|Main Hand|Set: MWVIII Weapons
Duergar Mercenary's Steel Lute|1|FALSE|1400|1400|Menzoberranzan Masterwork - Artificing|Artificing|5|"[[3.0, ""Marilith Charm""], [4.0, 'Hardened Mushroom'], [2.0, 'Menzoberranzan Faerzress Crystal'], [1.0, ""Purified Darklake Water""]]"|Gear|Bard|Off-Hand|Set: MWVIII Weapons
Duergar Mercenary's Steel Icon|1|FALSE|1400|1400|Menzoberranzan Masterwork - Artificing|Artificing|5|"[[3.0, ""Marilith Charm""], [4.0, 'Hardened Mushroom'], [2.0, 'Menzoberranzan Faerzress Crystal'], [1.0, ""Purified Darklake Water""]]"|Gear|Cleric|Off-Hand|Set: MWVIII Weapons
Duergar Mercenary's Steel Book|1|FALSE|1400|1400|Menzoberranzan Masterwork - Artificing|Artificing|5|"[[3.0, 'Salty Tears Varnish (Menzo)'], [4.0, 'Lacquered Goristro Leather'], [2.0, 'Underdark Fiber'], [4.0, 'Shroomsap Spores']]"|Gear|Warlock|Off-Hand|Set: MWVIII Weapons
Duergar Mercenary's Steel Talisman|1|FALSE|1400|1400|Menzoberranzan Masterwork - Artificing|Artificing|5|"[[3.0, 'Living Fungi'], [4.0, 'Lolthbead'], [2.0, 'Menzoberranzan Faerzress Crystal'], [1.0, 'Underdark Fiber']]"|Gear|Wizard|Off-Hand|Set: MWVIII Weapons
[Menzo] Commissioned Blight Slicers|1|FALSE|1400|1400|Menzoberranzan Masterwork - Blacksmithing|Blacksmithing|5|"[[4.0, 'Mushroom Lumber'], [2.0, ""Druegarsteel Scrap""], [2.0, 'Drider Leg']]"|Commission Item|N/A|N/A|-
[Menzo] Commissioned Earth Mulchers|1|FALSE|1400|1400|Menzoberranzan Masterwork - Blacksmithing|Blacksmithing|5|"[[6.0, 'Fungal Moss'], [4.0, 'Mushroom Lumber'], [2.0, 'Drider Leg']]"|Commission Item|N/A|N/A|-
[Menzo] Commissioned Shadow Cutters|1|FALSE|1400|1400|Menzoberranzan Masterwork - Blacksmithing|Blacksmithing|5|"[[3.0, 'Unknown Godsteel'], [2.0, 'Hardened Mushroom'], [2.0, ""Purified Darklake Water""], [1.0, 'Drider Leg']]"|Commission Item|N/A|N/A|-
[Menzo] Commissioned Silvernotch Arrows|1|FALSE|1400|1400|Menzoberranzan Masterwork - Blacksmithing|Blacksmithing|5|"[[1.0, 'Calcified Webbing'], [4.0, 'Mushroom Lumber'], [2.0, ""Fallen God's Ore""], [1.0, 'Fungal Moss']]"|Commission Item|N/A|N/A|-
Duergar Mercenary's Steeled Cross-pein Hammer|1|FALSE|1400|1400|Menzoberranzan Masterwork - Blacksmithing|Blacksmithing|5|"[[2.0, 'Fungal Moss'], [1.0, 'Mushroom Lumber'], [2.0, 'Lacquered Goristro Leather'], [1.0, 'Drider Leg']]"|Tool|N/A|Blacksmithing|-
Duergar Mercenary's Steeled File|1|FALSE|1400|1400|Menzoberranzan Masterwork - Blacksmithing|Blacksmithing|5|"[[3.0, 'Fungal Moss'], [1.0, 'Lacquered Goristro Leather'], [1.0, 'Drider Leg']]"|Tool|N/A|Jewelcrafting|-
Duergar Mercenary's Steeled Hatchet|1|FALSE|1400|1400|Menzoberranzan Masterwork - Blacksmithing|Blacksmithing|5|"[[2.0, 'Fungal Moss'], [1.0, 'Mushroom Lumber'], [3.0, ""Mushroom Droplet""], [2.0, 'Drider Leg']]"|Tool|N/A|Gathering (Wood)|-
Duergar Mercenary's Steeled Pickaxe|1|FALSE|1400|1400|Menzoberranzan Masterwork - Blacksmithing|Blacksmithing|5|"[[3.0, 'Fungal Moss'], [1.0, 'Mushroom Lumber'], [1.0, 'Lacquered Goristro Leather']]"|Tool|N/A|Gathering (Stone)|-
Duergar Mercenary's Steeled Raising Hammer|1|FALSE|1400|1400|Menzoberranzan Masterwork - Blacksmithing|Blacksmithing|5|"[[2.0, 'Fungal Moss'], [1.0, 'Mushroom Lumber'], [2.0, 'Goristro Hide'], [1.0, 'Drider Leg']]"|Tool|N/A|Armorsmithing|-
Duergar Mercenary's Steeled Round Knife|1|FALSE|1400|1400|Menzoberranzan Masterwork - Blacksmithing|Blacksmithing|5|"[[2.0, 'Fungal Moss'], [2.0, 'Lacquered Goristro Leather'], [1.0, 'Drider Leg'], [3.0, ""Mushroom Droplet""]]"|Tool|N/A|Leatherworking|-
Duergar Mercenary's Steeled Scythe|1|FALSE|1400|1400|Menzoberranzan Masterwork - Blacksmithing|Blacksmithing|5|"[[2.0, 'Fungal Moss'], [1.0, 'Mushroom Lumber'], [2.0, ""Purified Darklake Water""], [3.0, 'Abyssal Crystal']]"|Tool|N/A|Gathering (Crops)|-
Duergar Mercenary's Steel Greatsword|1|FALSE|1400|1400|Menzoberranzan Masterwork - Blacksmithing|Blacksmithing|5|"[[3.0, ""Marilith Charm""], [4.0, 'Hardened Mushroom'], [2.0, 'Lacquered Goristro Leather'], [3.0, 'Perfect Marilith Hair'], [4.0, ""Druegarsteel Scrap""]]"|Gear|Barbarian|Main Hand|Set: MWVIII Weapons
Duergar Mercenary's Steel Longdword|1|FALSE|1400|1400|Menzoberranzan Masterwork - Blacksmithing|Blacksmithing|5|"[[3.0, ""Marilith Charm""], [4.0, 'Hardened Mushroom'], [2.0, 'Lacquered Goristro Leather'], [3.0, 'Perfect Marilith Hair'], [1.0, 'Abyssal Crystal']]"|Gear|Fighter|Main Hand|Set: MWVIII Weapons
Duergar Mercenary's Steel Mace|1|FALSE|1400|1400|Menzoberranzan Masterwork - Blacksmithing|Blacksmithing|5|"[[3.0, ""Marilith Charm""], [4.0, 'Hardened Mushroom'], [2.0, 'Lacquered Goristro Leather'], [3.0, ""Purified Darklake Water""], [1.0, 'Goristro Hide']]"|Gear|Paladin|Main Hand|Set: MWVIII Weapons
Duergar Mercenary's Steel Rapier|1|FALSE|1400|1400|Menzoberranzan Masterwork - Blacksmithing|Blacksmithing|5|"[[3.0, ""Marilith Charm""], [4.0, 'Unknown Godsteel'], [2.0, 'Lacquered Goristro Leather'], [1.0, 'Hardened Mushroom'], [1.0, 'Menzoberranzan Bead']]"|Gear|Bard|Main Hand|Set: MWVIII Weapons
Duergar Mercenary's Steel Stiletto|1|FALSE|1400|1400|Menzoberranzan Masterwork - Blacksmithing|Blacksmithing|5|"[[3.0, ""Marilith Charm""], [4.0, 'Unknown Godsteel'], [2.0, 'Lacquered Goristro Leather'], [1.0, 'Hardened Mushroom'], [1.0, 'Menzoberranzan Bead']]"|Gear|Rogue|Main Hand|Set: MWVIII Weapons
Duergar Mercenary's Steel Knives|1|FALSE|1400|1400|Menzoberranzan Masterwork - Blacksmithing|Blacksmithing|5|"[[3.0, ""Marilith Charm""], [4.0, 'Hardened Mushroom'], [2.0, 'Lacquered Mushroom'], [1.0, 'Mushroom Lumber']]"|Gear|Ranger|Off-Hand|Set: MWVIII Weapons
Duergar Mercenary's Steel Dagger|1|FALSE|1400|1400|Menzoberranzan Masterwork - Blacksmithing|Blacksmithing|5|"[[3.0, ""Marilith Charm""], [4.0, 'Hardened Mushroom'], [2.0, 'Menzoberranzan Bead'], [1.0, 'Perfect Marilith Hair']]"|Gear|Rogue|Off-Hand|Set: MWVIII Weapons
[Menzo] Commissioned Light Lanterns|1|FALSE|1400|1400|Menzoberranzan Masterwork - Jewelcrafting|Jewelcrafting|5|"[[4.0, 'Perfect Marilith Hair'], [1.0, ""Fallen God's Ore""], [2.0, 'Unknown Godsteel'], [2.0, 'Salt-Marsh Crystal (Menzo)']]"|Commission Item|N/A|N/A|-
[Menzo] Commissioned Lightcatcher|1|FALSE|1400|1400|Menzoberranzan Masterwork - Jewelcrafting|Jewelcrafting|5|"[[7.0, ""Fallen God's Ore""], [4.0, 'Salt-Marsh Crystal (Menzo)'], [4.0, ""Mushroom Droplet""]]"|Commission Item|N/A|N/A|-
[Menzo] Commissioned Shackles|1|FALSE|1400|1400|Menzoberranzan Masterwork - Jewelcrafting|Jewelcrafting|5|"[[3.0, 'Unknown Godsteel'], [2.0, ""Umber Hulk Mandible""], [2.0, 'Spool of Marilithsilk'], [1.0, ""Druegarsteel Scrap""]]"|Commission Item|N/A|N/A|-
[Menzo] Commissioned Writing Needle|1|FALSE|1400|1400|Menzoberranzan Masterwork - Jewelcrafting|Jewelcrafting|5|"[[4.0, 'Perfect Marilith Hair'], [1.0, ""Fallen God's Ore""], [2.0, 'Unknown Godsteel']]"|Commission Item|N/A|N/A|-
Shroomwood Raid Ring|1|FALSE|1400|1400|Menzoberranzan Masterwork - Jewelcrafting|Jewelcrafting|5|"[[1.0, 'Living Fungi'], [4.0, 'Lolthbead'], [1.0, ""Purified Darklake Water""]]"|Gear|N/A|Ring|+7.5% Critical Severity
Scintillant Restoration Ring|1|FALSE|1400|1400|Menzoberranzan Masterwork - Jewelcrafting|Jewelcrafting|5|"[[1.0, 'Living Fungi'], [2.0, 'Lolthbead'], [2.0, ""Umber Hulk Mandible""], [1.0, ""Purified Darklake Water""]]"|Gear|N/A|Ring|+6% Outgoing Healing
Scintillant Assault Ring|1|FALSE|1400|1400|Menzoberranzan Masterwork - Jewelcrafting|Jewelcrafting|5|"[[1.0, 'Living Fungi'], [4.0, 'Mushroom Lumber'], [1.0, ""Purified Darklake Water""]]"|Gear|N/A|Ring|+6% Critical Strike
Darklake Ward Ring|1|FALSE|1400|1400|Menzoberranzan Masterwork - Jewelcrafting|Jewelcrafting|5|"[[1.0, ""Druegarsteel Scrap""], [4.0, 'Mushroom Lumber'], [1.0, ""Purified Darklake Water""]]"|Gear|N/A|Ring|Generate threat while running > 1 second
Duergar Mercenary's Steeled Spinning Wheel|1|FALSE|1400|1400|Menzoberranzan Masterwork - Jewelcrafting|Jewelcrafting|5|"[[1.0, 'Calcified Webbing'], [1.0, 'Salty Tears Varnish (Menzo)'], [3.0, 'Abyssal Crystal']]"|Tool|N/A|Tailoring|-
Shroomwood Amulet|1|FALSE|1400|1400|Menzoberranzan Masterwork - Jewelcrafting|Jewelcrafting|5|"[[1.0, 'Living Fungi'], [2.0, 'Mushroom Lumber'], [4.0, 'Lolthbead'], [1.0, ""Purified Darklake Water""]]"|Gear|N/A|Neck|Set: Masterwork of Menzoberranzan Equipment
Scintillant Amulet|1|FALSE|1400|1400|Menzoberranzan Masterwork - Jewelcrafting|Jewelcrafting|5|"[[1.0, 'Living Fungi'], [2.0, 'Menzoberranzan Bead'], [4.0, 'Lolthbead'], [1.0, ""Purified Darklake Water""]]"|Gear|N/A|Neck|Set: Masterwork of Menzoberranzan Equipment
Spiked Amulet|1|FALSE|1400|1400|Menzoberranzan Masterwork - Jewelcrafting|Jewelcrafting|5|"[[1.0, 'Living Fungi'], [2.0, 'Menzoberranzan Faerzress Crystal'], [4.0, 'Lolthbead'], [1.0, ""Purified Darklake Water""]]"|Gear|N/A|Neck|Set: Masterwork of Menzoberranzan Equipment
